,age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscription,season
381,30,10,1,3,0,0,0,0,1,417,1,3,1,2,-1.8,92.893,-46.2,1.354,1,1
382,33,0,2,3,0,1,0,0,3,498,5,999,0,1,1.4,93.918,-42.7,4.961,0,2
385,43,10,1,0,0,0,0,0,4,117,2,999,0,1,-1.8,92.893,-46.2,1.334,0,1
387,29,9,2,6,0,0,0,0,1,68,2,999,0,1,-1.8,92.893,-46.2,1.244,0,1
388,35,0,0,3,0,1,1,1,1,82,2,999,1,0,-1.8,92.893,-46.2,1.299,0,1
389,47,0,1,3,0,0,0,0,4,99,2,999,0,1,-1.8,92.893,-46.2,1.27,0,1
390,37,4,1,6,0,1,0,0,2,252,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
392,37,6,1,2,0,1,1,0,2,171,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
394,50,0,1,2,0,0,0,0,2,84,1,999,0,1,1.4,93.444,-36.1,4.968,0,2
395,30,0,2,6,0,0,0,0,1,135,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
396,33,1,1,2,0,1,0,0,3,132,1,999,0,1,1.4,93.918,-42.7,4.961,0,2
397,37,0,2,3,0,0,1,0,3,223,6,999,0,1,1.4,93.918,-42.7,4.961,0,2
398,45,6,0,6,0,0,1,0,0,133,1,999,0,1,-1.8,92.893,-46.2,1.25,0,1
399,30,0,2,6,0,0,0,0,0,258,2,999,1,0,-0.1,93.2,-42.0,4.021,0,0
400,51,4,0,6,0,0,0,0,4,345,2,999,0,1,-1.8,92.893,-46.2,1.334,0,1
401,49,6,2,2,0,0,0,1,1,58,10,999,0,1,1.1,93.994,-36.4,4.858,0,1
402,31,9,2,6,0,1,0,0,2,958,5,999,0,1,1.4,93.444,-36.1,4.962,0,2
403,40,0,2,6,0,1,0,0,0,250,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
404,41,9,1,5,0,0,1,0,2,898,2,999,0,1,1.4,93.444,-36.1,4.963,0,2
405,58,5,1,0,0,1,0,0,2,185,1,2,1,2,-1.8,93.075,-47.1,1.365,0,1
407,39,9,0,5,0,1,0,1,0,135,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
408,48,9,1,1,0,0,1,1,3,175,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
412,51,1,1,0,0,0,0,0,3,132,2,999,0,1,1.4,93.444,-36.1,4.968,0,2
414,35,1,1,1,0,1,0,0,3,372,2,999,0,1,-0.1,93.2,-42.0,4.153,0,0
415,44,0,1,3,0,0,0,0,1,126,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
416,43,1,1,0,0,0,1,0,4,69,1,999,1,0,-1.8,92.893,-46.2,1.281,0,1
417,30,9,2,6,0,0,0,0,2,183,7,999,0,1,1.4,93.444,-36.1,4.963,0,2
418,41,9,0,0,0,1,0,1,3,270,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
419,27,4,2,6,0,1,0,1,3,134,2,999,0,1,1.1,93.994,-36.4,4.856,0,1
420,45,1,1,3,0,1,1,0,1,449,2,5,3,2,-1.1,94.767,-50.8,1.05,1,0
421,26,0,2,3,0,1,0,1,0,160,3,999,0,1,1.1,93.994,-36.4,4.864,0,1
423,24,8,2,3,0,0,0,0,4,115,1,999,1,0,-2.9,92.469,-33.6,1.029,0,2
424,46,4,1,6,0,1,0,0,2,205,6,999,0,1,-0.1,93.2,-42.0,4.076,0,0
425,61,1,1,1,0,1,1,0,0,403,1,3,2,2,-1.8,93.876,-40.0,0.695,1,1
426,50,0,0,2,0,0,0,1,0,145,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
428,55,0,1,0,0,1,0,0,0,548,1,999,1,0,-1.8,93.075,-47.1,1.405,0,1
429,54,1,1,0,0,1,0,0,2,109,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
430,40,1,0,2,0,1,0,0,4,207,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
432,58,2,1,6,0,0,0,1,4,175,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
433,36,0,2,6,0,1,0,0,2,379,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
434,30,0,2,6,0,1,0,0,4,105,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
435,45,0,2,6,0,1,0,0,2,544,1,999,0,1,1.4,93.918,-42.7,4.958,0,2
436,40,4,1,6,0,1,0,0,0,401,1,999,1,0,-0.1,93.2,-42.0,4.021,0,0
437,42,6,1,6,0,0,0,0,1,84,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
440,49,4,1,6,0,0,0,0,1,549,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
441,55,10,1,0,0,1,0,1,3,6,1,999,0,1,-1.1,94.199,-37.5,0.879,0,0
442,49,0,1,3,0,1,0,0,0,183,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
443,48,1,1,0,0,0,1,1,3,291,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
444,49,0,1,3,0,0,0,0,0,151,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
446,35,7,1,3,0,0,0,0,0,301,2,999,0,1,-1.8,92.893,-46.2,1.313,0,1
447,32,0,2,5,0,1,0,1,1,16,11,999,0,1,1.1,93.994,-36.4,4.857,0,1
448,67,3,0,5,0,1,0,0,1,655,2,5,5,2,-1.1,94.767,-50.8,1.039,1,0
449,41,9,1,6,0,1,1,0,0,170,4,999,0,1,-1.8,92.893,-46.2,1.313,0,1
450,73,5,1,6,0,1,0,0,0,179,1,999,0,1,-1.8,92.843,-50.0,1.531,1,1
451,32,4,2,0,0,0,0,1,1,73,7,999,0,1,1.1,93.994,-36.4,4.858,0,1
452,33,4,1,6,0,1,0,0,4,113,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
453,36,9,1,5,0,1,0,1,4,86,4,999,0,1,-1.8,92.893,-46.2,1.27,0,1
454,40,9,1,5,0,1,0,0,2,180,1,999,1,0,-0.1,93.2,-42.0,4.076,0,0
455,25,1,2,2,0,1,1,0,2,212,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
457,45,4,1,6,0,1,0,0,2,391,1,999,0,1,1.4,93.918,-42.7,4.968,0,2
458,33,9,1,6,0,0,0,1,4,91,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
459,31,0,1,6,0,1,0,0,2,280,7,999,0,1,1.4,93.444,-36.1,4.963,0,2
461,42,7,1,6,0,1,0,0,1,257,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
462,40,4,1,6,0,0,1,0,3,454,3,999,0,1,1.4,93.444,-36.1,4.966,0,2
463,30,9,1,6,0,0,0,0,0,171,1,7,1,2,-1.7,94.055,-39.8,0.748,0,2
466,41,4,0,1,0,0,0,0,2,268,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
469,44,6,2,5,0,1,0,0,1,775,5,999,1,0,-1.8,92.893,-46.2,1.354,1,1
470,25,7,1,3,0,1,0,0,0,164,1,999,0,1,1.4,93.918,-42.7,4.957,0,2
471,30,1,1,2,0,0,0,0,4,988,1,999,0,1,1.4,93.918,-42.7,4.963,1,2
472,25,0,1,6,0,1,0,1,0,109,1,999,0,1,1.4,94.465,-41.8,4.967,0,2
473,31,9,0,6,0,1,0,0,2,132,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
475,29,9,2,6,0,0,0,0,4,259,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
476,47,0,1,6,0,0,0,1,2,42,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
478,25,0,1,3,0,0,1,1,3,125,4,999,0,1,1.1,93.994,-36.4,4.856,0,1
479,29,9,1,5,0,0,0,1,0,886,3,999,0,1,1.1,93.994,-36.4,4.864,1,1
482,45,1,2,2,0,0,0,1,1,185,1,999,0,1,1.4,94.465,-41.8,4.865,0,2
483,31,9,2,6,0,0,0,1,2,154,1,999,0,1,-0.1,93.798,-40.4,4.794,1,0
486,44,2,1,0,0,1,0,0,3,955,2,999,0,1,-1.8,92.893,-46.2,1.344,1,1
487,24,1,2,2,0,1,0,0,0,545,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
488,40,0,1,6,0,1,0,0,3,124,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
489,39,7,1,0,0,0,0,1,2,126,2,999,0,1,1.1,93.994,-36.4,4.86,0,1
491,44,4,0,6,0,1,0,0,0,230,1,999,0,1,-1.8,93.075,-47.1,1.479,0,1
493,51,1,1,3,0,1,0,0,4,809,1,999,1,0,-1.8,92.893,-46.2,1.281,1,1
494,38,4,1,6,0,1,0,0,0,1276,1,999,0,1,-1.8,92.893,-46.2,1.313,1,1
495,34,9,1,5,0,0,0,0,0,83,2,999,1,0,-1.8,92.893,-46.2,1.313,0,1
496,23,1,2,3,0,0,0,0,4,251,1,999,0,1,1.4,93.918,-42.7,4.957,0,2
497,30,0,2,6,0,0,0,1,4,25,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
498,26,1,1,1,0,0,0,1,4,389,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
500,34,0,1,1,0,1,1,0,4,102,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
502,32,4,0,6,0,0,0,0,3,342,3,999,0,1,-1.8,92.893,-46.2,1.344,0,1
503,27,6,2,6,0,1,1,1,4,161,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
505,29,1,1,5,0,0,0,1,4,34,8,999,0,1,-1.8,92.893,-46.2,1.281,0,1
506,42,9,2,6,0,1,1,0,4,275,8,999,0,1,1.4,93.444,-36.1,4.965,0,2
508,30,9,2,6,0,0,1,0,0,81,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
509,38,4,1,6,0,1,0,0,4,172,3,999,0,1,-1.8,92.893,-46.2,1.281,0,1
510,49,1,1,1,0,0,0,0,2,139,2,999,0,1,1.4,93.444,-36.1,4.963,0,2
511,30,0,2,6,0,1,0,0,1,232,2,999,1,0,-1.8,92.893,-46.2,1.299,0,1
512,41,1,1,3,0,1,0,0,0,239,1,999,0,1,-1.8,92.893,-46.2,1.25,0,1
514,58,1,2,2,0,1,0,0,4,127,2,999,0,1,-1.8,92.893,-46.2,1.334,0,1
515,52,1,0,0,0,1,0,0,2,291,1,999,1,0,-1.8,93.075,-47.1,1.41,0,1
516,32,0,1,5,0,1,0,0,4,173,3,999,0,1,1.4,93.918,-42.7,4.963,0,2
517,51,4,1,6,0,1,0,0,1,131,2,999,4,0,-1.8,93.876,-40.0,0.697,0,1
518,31,6,1,6,0,1,0,0,0,73,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
519,34,9,1,5,0,1,0,0,0,36,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
521,36,0,1,6,0,1,0,0,0,334,3,999,0,1,-1.8,92.893,-46.2,1.313,0,1
522,30,7,0,2,0,0,0,1,2,177,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
523,51,0,2,6,0,1,1,0,0,263,2,999,0,1,-2.9,92.963,-40.8,1.268,0,2
524,26,1,1,2,0,1,0,0,1,159,2,999,0,1,1.4,93.918,-42.7,4.96,0,2
525,39,0,1,6,0,1,0,0,2,217,3,999,0,1,1.4,93.444,-36.1,4.968,0,2
527,41,1,1,2,0,0,0,1,3,216,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
531,34,9,1,5,0,1,0,0,4,144,5,999,0,1,1.4,93.918,-42.7,4.962,0,2
532,64,10,0,2,0,1,0,0,4,604,2,999,0,1,-1.1,94.601,-49.5,0.959,0,0
533,35,1,1,5,0,1,1,1,4,634,2,999,0,1,1.1,93.994,-36.4,4.858,0,1
534,40,1,1,2,0,1,0,0,3,107,4,999,0,1,1.4,93.918,-42.7,4.961,0,2
536,33,0,1,6,0,1,0,0,3,690,1,999,0,1,-2.9,92.963,-40.8,1.262,1,2
537,74,5,1,6,0,0,0,1,1,160,1,999,0,1,-1.1,94.601,-49.5,0.977,0,0
538,40,4,1,3,0,1,0,0,4,286,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
539,46,7,1,3,0,0,0,0,1,93,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
540,41,2,0,5,0,1,0,0,2,72,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
542,44,0,1,6,0,1,0,0,3,201,1,999,0,1,-1.8,92.893,-46.2,1.344,0,1
545,29,9,2,5,0,1,0,0,1,245,1,999,0,1,-1.8,92.893,-46.2,1.244,0,1
546,51,1,0,0,0,1,0,0,3,314,4,999,0,1,-1.8,92.893,-46.2,1.291,0,1
547,52,1,1,0,0,0,0,1,0,136,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
548,27,0,2,3,0,0,0,1,2,198,3,999,0,1,-1.8,93.075,-47.1,1.41,0,1
549,44,6,1,2,0,1,0,1,3,249,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
550,34,10,1,2,0,0,0,0,1,123,2,999,0,1,-1.8,92.893,-46.2,1.299,0,1
551,23,8,2,3,0,1,0,0,1,226,2,999,1,0,-1.1,94.601,-49.5,1.032,1,0
552,30,9,2,5,0,0,0,0,3,136,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
553,26,8,2,3,0,1,0,0,1,113,2,999,0,1,-1.8,92.893,-46.2,1.244,0,1
554,35,9,1,6,0,1,0,0,1,262,3,999,0,1,-1.8,92.893,-46.2,1.299,0,1
555,24,9,2,6,0,0,0,0,4,141,4,999,0,1,1.4,93.918,-42.7,4.963,0,2
557,36,0,1,3,0,0,0,1,2,263,3,999,0,1,1.1,93.994,-36.4,4.86,0,1
558,24,9,2,6,0,0,0,0,2,299,3,999,0,1,1.4,93.918,-42.7,4.968,0,2
559,31,4,1,6,0,1,0,0,4,181,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
560,41,0,1,6,0,1,0,0,4,206,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
561,39,10,1,6,0,1,0,1,2,168,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
564,33,9,1,5,0,0,0,0,2,285,1,999,0,1,-1.8,93.075,-47.1,1.41,1,1
565,34,1,1,5,0,1,0,0,3,135,3,999,0,1,-0.1,93.2,-42.0,4.153,0,0
567,51,1,1,3,0,0,0,0,0,11,4,999,0,1,-0.1,93.2,-42.0,4.021,0,0
568,34,1,2,1,0,1,1,0,4,195,1,999,0,1,1.4,93.918,-42.7,4.957,0,2
569,33,0,2,6,0,1,1,0,3,275,6,999,0,1,1.4,93.444,-36.1,4.963,0,2
570,37,4,1,6,0,1,0,0,0,292,1,6,1,2,-1.7,94.215,-40.3,0.896,1,2
571,33,1,1,2,0,0,1,1,1,9,1,999,0,1,-1.7,94.215,-40.3,0.827,0,2
572,36,3,1,0,0,0,0,0,1,73,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
573,43,7,1,3,0,0,0,0,2,81,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
574,47,1,1,1,0,1,1,0,1,298,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
575,32,0,1,6,0,1,1,0,4,224,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
576,42,0,2,6,0,0,0,0,1,1013,3,999,0,1,-1.7,94.027,-38.3,0.898,0,2
577,36,0,1,6,0,1,0,0,0,248,1,999,0,1,-0.1,93.2,-42.0,4.021,0,0
579,31,1,2,2,0,0,0,1,2,285,2,999,0,1,-1.8,93.075,-47.1,1.483,0,1
580,41,0,0,1,0,0,0,1,1,141,1,999,0,1,1.4,93.918,-42.7,4.96,0,2
581,31,9,1,2,0,0,1,0,2,1319,5,999,0,1,1.4,93.918,-42.7,4.958,1,2
582,36,9,2,5,0,0,0,0,0,146,2,999,0,1,-2.9,92.963,-40.8,1.268,1,2
583,46,7,1,2,0,0,1,0,4,227,2,999,0,1,-1.8,92.893,-46.2,1.334,0,1
584,35,0,0,3,0,0,0,0,1,49,3,999,0,1,-0.1,93.2,-42.0,4.191,0,0
585,30,9,1,3,0,1,0,1,2,212,6,999,0,1,1.1,93.994,-36.4,4.86,0,1
586,35,9,2,6,0,1,0,1,4,294,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
588,35,4,2,3,0,1,1,0,0,130,2,999,0,1,-1.8,92.893,-46.2,1.313,0,1
591,37,0,2,3,0,1,0,1,3,49,4,999,0,1,1.4,93.918,-42.7,4.961,0,2
592,31,0,2,6,0,0,0,1,1,237,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
593,49,9,0,3,0,1,0,0,2,388,1,999,0,1,1.4,93.918,-42.7,4.958,0,2
595,33,1,0,2,0,1,0,1,2,155,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
596,35,1,1,1,0,1,0,1,0,115,6,999,0,1,1.1,93.994,-36.4,4.864,0,1
597,39,9,2,6,0,1,1,0,1,861,6,999,1,0,-1.8,93.075,-47.1,1.405,0,1
598,34,9,1,2,0,1,0,0,1,95,1,999,0,1,-1.8,92.893,-46.2,1.299,0,1
599,32,0,2,3,0,0,1,1,0,180,2,999,0,1,1.4,94.465,-41.8,4.967,0,2
601,53,6,1,6,0,0,0,0,0,59,3,999,0,1,1.4,93.444,-36.1,4.963,0,2
602,30,9,1,6,0,1,0,1,4,31,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
604,44,1,1,3,0,0,0,0,1,271,2,999,1,0,-1.8,93.075,-47.1,1.466,0,1
605,50,0,1,2,0,0,0,0,2,23,14,999,0,1,1.4,93.444,-36.1,4.962,0,2
606,56,5,1,3,0,1,0,1,1,167,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
607,58,5,0,3,0,1,0,0,3,145,2,999,0,1,-2.9,92.963,-40.8,1.262,0,2
609,40,9,2,6,0,0,0,0,1,130,1,7,2,0,-3.4,92.649,-30.1,0.714,1,0
610,31,1,1,1,0,0,0,0,0,103,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
611,41,0,1,3,0,1,0,0,3,181,1,999,1,0,-1.8,92.893,-46.2,1.344,0,1
612,31,1,2,3,0,1,0,0,2,361,1,999,0,1,-1.8,92.893,-46.2,1.327,0,1
613,39,7,1,3,0,1,1,0,3,200,1,999,0,1,-1.8,92.893,-46.2,1.344,0,1
614,37,0,1,3,0,1,0,1,1,166,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
616,50,9,1,6,0,1,0,0,0,367,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
618,31,0,1,6,0,0,0,1,4,197,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
619,35,7,1,5,0,1,0,0,2,218,2,6,1,2,-1.8,93.749,-34.6,0.644,1,1
620,52,4,1,6,0,1,0,1,0,412,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
621,33,4,1,6,0,0,0,1,2,166,3,999,0,1,1.1,93.994,-36.4,4.855,0,1
622,32,1,1,0,0,0,0,0,1,299,3,999,0,1,-1.8,92.893,-46.2,1.299,0,1
623,35,4,1,6,0,1,0,0,2,584,1,999,0,1,-1.8,93.075,-47.1,1.365,0,1
624,54,0,1,6,0,1,1,0,0,204,1,999,1,0,-2.9,92.201,-31.4,0.849,1,2
626,52,4,1,5,0,1,1,1,3,280,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
627,32,0,1,6,0,1,1,0,0,131,1,999,0,1,-2.9,92.201,-31.4,0.881,0,2
628,36,0,2,3,0,1,0,0,2,27,1,999,1,0,-1.8,92.893,-46.2,1.327,0,1
629,27,0,1,5,0,0,0,0,2,584,1,999,0,1,-1.8,92.893,-46.2,1.266,0,1
630,39,1,2,2,0,1,0,0,1,78,2,999,0,1,-0.1,93.2,-42.0,4.191,0,0
631,34,2,1,6,0,0,1,0,0,77,3,999,0,1,-1.8,93.075,-47.1,1.405,0,1
632,35,1,1,2,0,1,0,1,4,162,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
633,32,0,2,6,0,0,0,1,4,180,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
634,42,9,1,5,0,0,0,0,4,96,1,999,1,0,-2.9,92.201,-31.4,0.879,0,2
635,42,0,1,3,0,0,0,0,1,651,2,999,1,0,-0.1,93.2,-42.0,4.191,1,0
636,37,4,2,6,0,1,0,1,0,415,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
637,34,0,1,6,0,1,1,0,0,85,3,999,0,1,-0.1,93.2,-42.0,4.021,0,0
638,27,0,2,3,0,1,0,0,2,130,1,999,0,1,1.4,93.918,-42.7,4.958,0,2
640,35,0,1,6,0,0,0,1,3,235,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
641,22,1,2,2,0,1,0,1,1,110,7,999,0,1,1.4,93.918,-42.7,4.96,0,2
642,45,3,0,6,0,1,0,1,2,105,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
643,29,1,1,3,0,1,0,1,4,42,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
644,59,9,1,5,0,1,0,1,4,240,3,999,1,0,-2.9,92.201,-31.4,0.834,0,2
648,43,0,1,5,0,1,0,1,2,193,2,999,0,1,1.4,94.465,-41.8,4.866,0,2
649,47,1,1,3,0,1,0,0,0,181,1,999,0,1,-1.8,92.893,-46.2,1.25,0,1
650,41,1,0,2,0,1,0,0,2,102,1,999,0,1,-1.8,92.893,-46.2,1.327,0,1
652,46,2,1,6,0,1,0,0,3,148,2,999,0,1,-0.1,93.2,-42.0,4.153,0,0
653,32,7,1,3,0,1,1,1,4,184,9,999,0,1,1.1,93.994,-36.4,4.858,0,1
656,29,9,1,6,0,0,0,0,1,135,3,999,1,0,-1.8,93.749,-34.6,0.645,0,1
657,33,0,1,6,0,0,0,0,2,157,6,999,0,1,-1.8,93.749,-34.6,0.659,0,1
658,31,8,2,6,0,0,0,0,0,608,3,6,2,2,-1.7,94.215,-40.3,0.885,1,2
659,27,1,2,2,0,1,0,0,3,339,2,999,1,0,-1.8,92.893,-46.2,1.291,0,1
660,25,8,2,3,0,0,0,0,2,244,1,999,0,1,-1.1,94.767,-50.8,1.041,1,0
661,34,9,1,6,0,1,0,0,4,686,1,999,0,1,-0.1,93.2,-42.0,4.12,1,0
662,35,0,1,3,0,0,0,1,1,165,5,999,0,1,1.1,93.994,-36.4,4.857,0,1
664,34,9,2,6,0,1,1,0,4,455,3,999,0,1,1.4,93.444,-36.1,4.967,1,2
665,33,1,2,0,0,0,1,0,3,807,3,999,1,0,-1.8,92.893,-46.2,1.291,0,1
666,54,6,1,3,0,1,0,0,2,204,4,999,0,1,1.4,93.444,-36.1,4.964,0,2
667,30,1,1,2,0,1,0,0,4,175,1,999,1,0,-0.1,93.2,-42.0,4.12,0,0
668,40,1,1,0,0,0,0,1,1,258,2,999,0,1,1.4,94.465,-41.8,4.961,0,2
669,37,9,2,3,0,1,0,0,2,44,2,999,0,1,-1.8,93.075,-47.1,1.41,0,1
670,34,3,0,6,0,1,1,0,0,73,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
672,59,5,1,6,0,1,0,0,2,17,18,999,0,1,1.4,93.444,-36.1,4.962,0,2
673,25,0,2,6,0,1,0,0,2,420,1,1,1,2,-3.4,92.379,-29.8,0.809,0,0
674,58,10,1,6,0,1,0,0,2,344,2,999,0,1,-1.1,94.767,-50.8,1.041,1,0
676,33,9,1,6,0,1,0,0,1,182,1,999,0,1,-1.8,92.893,-46.2,1.244,0,1
678,39,1,1,1,0,0,0,1,2,393,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
679,30,9,2,3,0,0,0,0,1,638,4,999,0,1,1.4,93.444,-36.1,4.963,1,2
681,33,4,1,6,0,0,0,1,0,21,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
682,41,9,1,5,0,1,0,1,4,446,2,999,0,1,1.1,93.994,-36.4,4.858,0,1
683,36,4,1,6,0,1,0,1,0,170,4,999,0,1,1.1,93.994,-36.4,4.864,0,1
684,44,2,1,6,0,1,1,0,2,96,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
685,57,5,1,0,0,1,1,1,3,1348,4,999,0,1,-1.8,93.075,-47.1,1.405,1,1
688,41,6,2,6,0,1,1,1,4,23,17,999,0,1,1.1,93.994,-36.4,4.857,0,1
689,41,2,1,6,0,1,0,0,2,324,1,999,0,1,-1.7,94.027,-38.3,0.904,1,2
690,33,7,1,5,0,1,1,0,2,331,1,999,0,1,1.4,93.444,-36.1,4.962,0,2
691,32,9,2,3,0,0,0,1,4,40,5,999,0,1,1.4,93.918,-42.7,4.963,0,2
692,45,10,1,6,0,0,0,1,3,550,2,999,0,1,1.1,93.994,-36.4,4.856,0,1
693,29,9,2,6,0,0,0,0,2,442,3,999,0,1,-2.9,92.963,-40.8,1.26,0,2
694,35,9,2,2,0,0,0,0,4,178,1,999,1,0,-0.1,93.2,-42.0,4.12,0,0
695,35,0,1,6,0,1,0,0,4,110,2,18,2,0,-1.1,94.199,-37.5,0.886,0,0
697,45,0,1,6,0,0,0,0,0,27,2,999,0,1,1.4,93.444,-36.1,4.963,0,2
698,34,9,1,5,0,0,1,1,0,388,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
699,41,9,1,5,0,1,0,0,1,545,2,999,0,1,-1.1,94.767,-50.8,1.039,1,0
700,50,1,1,0,0,1,0,0,4,146,1,999,1,0,-1.8,92.893,-46.2,1.334,0,1
701,28,4,2,2,0,1,0,1,2,166,1,999,0,1,-1.8,92.893,-46.2,1.266,0,1
702,33,0,1,6,0,1,0,1,2,139,2,999,0,1,1.1,93.994,-36.4,4.86,0,1
704,43,1,1,1,0,0,0,1,0,218,3,999,0,1,1.1,93.994,-36.4,4.859,0,1
705,42,7,1,6,0,0,0,0,4,179,1,6,1,2,-3.0,92.713,-33.0,0.715,1,3
707,29,8,2,6,0,1,0,0,2,489,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
708,31,3,2,3,0,1,0,0,4,125,3,999,0,1,1.4,93.918,-42.7,4.963,0,2
709,31,0,2,3,0,1,0,0,2,304,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
710,28,1,1,0,0,0,0,0,3,189,1,999,0,1,-1.8,92.893,-46.2,1.291,0,1
711,43,0,1,6,0,1,1,1,3,377,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
712,44,0,2,3,0,1,0,0,4,728,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
713,43,0,1,3,0,1,0,0,1,128,22,999,0,1,1.4,93.918,-42.7,4.962,0,2
714,41,5,2,0,0,1,0,0,0,278,1,999,0,1,-1.1,94.601,-49.5,0.942,0,0
715,31,0,2,6,0,0,0,1,3,387,1,999,0,1,-2.9,92.201,-31.4,0.883,0,2
716,59,0,1,6,0,1,1,1,2,29,9,999,0,1,1.1,93.994,-36.4,4.86,0,1
718,24,8,2,3,0,0,0,0,3,292,1,999,1,0,-1.7,94.055,-39.8,0.737,0,2
719,31,1,2,2,0,0,0,1,4,767,2,999,0,1,1.4,94.465,-41.8,4.864,1,2
720,38,0,2,3,0,1,1,0,2,1476,4,999,0,1,-0.1,93.2,-42.0,4.076,0,0
721,37,4,0,6,0,1,0,0,1,176,1,999,0,1,-1.8,92.893,-46.2,1.244,0,1
722,33,0,1,6,0,1,0,1,0,52,4,999,0,1,1.4,93.918,-42.7,4.963,0,2
723,27,0,2,6,0,1,1,0,1,150,4,999,0,1,1.4,93.918,-42.7,4.96,0,2
724,34,7,1,3,0,0,0,1,2,285,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
726,30,0,1,3,0,0,0,0,4,227,1,999,0,1,1.4,93.918,-42.7,4.957,0,2
727,31,10,2,0,0,0,0,0,0,12,8,999,0,1,-0.1,93.2,-42.0,4.021,0,0
728,56,4,1,6,0,0,1,1,4,171,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
